genres,id,imdb_id,original_title,overview,poster_path,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,backdrop_path,cast,crew,keywords
"[""Drama"", ""History""]",11499,tt0870111,Frost/Nixon,"For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",/z4cQ2mJxwPZUwVh97yX9oNsLLZQ.jpg,10/15/2008,0,122,"[""English"", ""Español""]",400 million people were waiting for the truth.,Frost/Nixon,7.2,333,/wlOJwnCoZqSPYfz3wFYhSYWFnDw.jpg,"[""Michael Sheen"", ""Frank Langella"", ""Kevin Bacon"", ""Sam Rockwell"", ""Mark Simich"", ""Matthew Macfadyen"", ""Oliver Platt"", ""Rebecca Hall"", ""Toby Jones"", ""Andy Milder"", ""Kate Jennings Grant"", ""Gabriel Jarret"", ""Jim Meskimen"", ""Patty McCormack"", ""Geoffrey Blake"", ""Clint Howard"", ""Rance Howard"", ""Gavin Grazer"", ""Simon James"", ""Eloy Casados"", ""Jay White"", ""Wil Albert"", ""Keith MacKechnie"", ""Penny L. Moore"", ""Janneke Arent""]","[""Brian Grazer"", ""Tim Bevan"", ""Eric Fellner"", ""Karen Kehela Sherwood"", ""Ron Howard"", ""Ron Howard"", ""Todd Hallowell"", ""Debra Hayward"", ""Liza Chasin"", ""Peter Morgan"", ""David Bernardi"", ""Matthew Byam-Shaw""]","[""camera"", ""lie"", ""scandal"", ""watergate scandal"", ""richard nixon"", ""reporter"", ""writer""]"
"[""Drama""]",11321,tt0814314,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,/pCVpsCEYtvtlg1I9h3rtglKgThu.jpg,12/18/2008,168167691,123,"[""English"", ""Español""]",Seven names. Seven strangers. One secret.,Seven Pounds,7.5,2092,/rlF1oWTeOGA6RB2g7VsE8PkV7te.jpg,"[""Will Smith"", ""Rosario Dawson"", ""Sarah Jane Morris"", ""Woody Harrelson"", ""Michael Ealy"", ""Connor Cruise"", ""Barry Pepper"", ""Elpidia Carrillo"", ""Robinne Lee"", ""Joe Nunez"", ""Bill Smitrovich"", ""Tim Kelleher"", ""Gina Hecht"", ""Andy Milder"", ""Judyann Elder"", ""Madison Pettis"", ""Octavia Spencer""]","[""Will Smith"", ""Gabriele Muccino"", ""Todd Black"", ""Jason Blumenthal""]","[""vegetarian"", ""tax collector"", ""pianist"", ""blind"", ""organ transplant"", ""blood type""]"
"[""Drama"", ""Romance""]",12163,tt1125849,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",/6OTR8dSoNGjWohJNo3UhIGd3Tj.jpg,9/7/2008,44703995,109,"[""English""]",Love. Pain. Glory.,The Wrestler,7.3,1031,/wcJmFsz8RqIhozMwvU81hreTX4i.jpg,"[""Mickey Rourke"", ""Marisa Tomei"", ""Evan Rachel Wood"", ""Mark Margolis"", ""Todd Barry"", ""Judah Friedlander"", ""Ernest Miller"", ""Ajay Naidu"", ""Wass Stevens"", ""John D'Leo"", ""Gregg Bello"", ""Dylan Keith Summers"", ""Donnetta Lavinia Grays"", ""Armin Amiri"", ""Marcia Jean Kurtz"", ""Ryan Lynn"", ""Michael Drayer"", ""Alyssa Bresnahan"", ""Vernon Campbell"", ""Bernadette Penotti"", ""Johnny Valiant"", ""Ron Killings"", ""Giovanni Roselli"", ""Robert D. Siegel"", ""Scott Franklin"", ""Sylvia Kauders"", ""Rebecca Darke"", ""E.J. Carroll"", ""Abraham Aronofsky"", ""Charlotte Aronofsky"", ""Jen Cohn"", ""Tyrone Scott"", ""Douglas Crosby"", ""Larry Mercer"", ""Jon Trosky"", ""Brian Heffron"", ""Claudio Castagnoli"", ""David John Markland"", ""Jess Liaudin"", ""Charles Renner"", ""Alex Whybrow"", ""Olivia Baseman"", ""Sakinah Bingham"", ""Matt Cannon"", ""Peter Conboy"", ""Evan Ginzburg"", ""Ryan Tygh"", ""Brandon DiCamillo"", ""Anna-Karin Eskilsson"", ""Cory Kastle"", ""Robert Oppel"", ""Piper Kenny"", ""Michael Marino"", ""Rafaela Ochoa"", ""Bill Walters"", ""Eric Santamaria"", ""Erika Smith"", ""Paul Thornton"", ""Ben Van Bergen"", ""Emmanuel Yarborough"", ""Andrew Anderson"", ""Pappadon"", ""Jay Santana"", ""Robert Strauss"", ""Nick Berk"", ""Darnell Kittrell"", ""Nate Hatred"", ""Lloyd Anoa'i"", ""Jamar Shipman"", ""James Manley"", ""John Corson"", ""Dustin Howard"", ""Steven Haworth"", ""Kristopher Cope""]","[""Darren Aronofsky"", ""Darren Aronofsky"", ""Jennifer Roth"", ""Scott Franklin""]","[""supermarket"", ""heart attack"", ""ambition"", ""daughter"", ""wrestling"", ""sport"", ""stripper"", ""steroids"", ""fame"", ""barbed wire"", ""wrestler"", ""redemption""]"
"[""Fantasy"", ""Drama"", ""Thriller"", ""Mystery"", ""Romance""]",4922,tt0421715,The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,11/24/2008,333932083,166,"[""English""]","Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3398,/2fswjyrY3GEzeoVn6mF8pNeNcgf.jpg,"[""Cate Blanchett"", ""Brad Pitt"", ""Tilda Swinton"", ""Julia Ormond"", ""Elle Fanning"", ""Madisen Beaty"", ""Jason Flemyng"", ""Elias Koteas"", ""Taraji P. Henson"", ""Josh Stewart"", ""Faune A. Chambers"", ""Donna DuPlantier"", ""Jacob Tolano"", ""Ed Metzger"", ""Danny Vinson"", ""David Jensen"", ""Joeanna Sayler"", ""Rus Blackwell"", ""Mahershala Ali"", ""Adrian Armas"", ""Phyllis Somerville"", ""Lance E. Nichols"", ""David Ross Paterson"", ""Fiona Hale"", ""Marion Zinser"", ""Edith Ivey"", ""Patrick Thomas O'Brien"", ""Ted Manson"", ""Clay Cullen"", ""Peter Donald Badalamenti II"", ""Paula Gray"", ""Jared Harris"", ""Earl Maddox"", ""Bianca Chiminello"", ""Emma Degerstedt"", ""Megan Brown"", ""Clay Chamberlin""]","[""Kathleen Kennedy"", ""Frank Marshall"", ""David Fincher"", ""Ceán Chaffin""]","[""diary"", ""navy"", ""funeral"", ""tea"", ""travel"", ""hospital""]"
"[""Comedy""]",10201,tt1068680,Yes Man,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,/16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg,12/9/2008,225990978,104,"[""Eesti"", ""English"", ""한국어/조선말""]",One Word Can Change Everything.,Yes Man,6.4,1869,/kueBMnoZVmagMfP6ortvkOVuWtI.jpg,"[""Jim Carrey"", ""Zooey Deschanel"", ""Rhys Darby"", ""Sasha Alexander"", ""Fionnula Flanagan"", ""Luis Guzmán"", ""Danny Masterson"", ""Molly Sims"", ""Bradley Cooper"", ""John Michael Higgins"", ""Stephanie Hodge"", ""Jackie Harris"", ""Terence Stamp"", ""Jamie Denbo"", ""Rebecca Corry"", ""Anna Khaja"", ""Roni Meron"", ""Heidi Herschbach"", ""Vivian Bang"", ""Cecelia Antoinette""]","[""Bruce Berman"", ""Richard D. Zanuck"", ""David Heyman"", ""Marty P. Ewing"", ""Peyton Reed"", ""Dana Goldberg""]","[""bungee-jump"", ""scooter""]"
"[""Fantasy"", ""Comedy"", ""Family"", ""Romance""]",10202,tt0960731,Bedtime Stories,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,/d0w4anZCzZX74deeQ3PE1byyg97.jpg,12/24/2008,212874442,99,"[""English""]",Whatever they dream up... he has to survive.,Bedtime Stories,5.9,924,/1STpoknpEUiyory94WxGIhQHPIp.jpg,"[""Adam Sandler"", ""Keri Russell"", ""Guy Pearce"", ""Courteney Cox"", ""Lucy Lawless"", ""Teresa Palmer"", ""Russell Brand"", ""Aisha Tyler"", ""Kathryn Joosten"", ""Carmen Electra"", ""Jonathan Pryce"", ""Richard Griffiths"", ""Jonathan Morgan Heit"", ""Laura Ann Kesling"", ""Nick Swardson"", ""Allen Covert"", ""Tim Herlihy"", ""Thomas Hoffman"", ""Abigail Droeger"", ""Melany Mitchell"", ""Andrew Collins"", ""Julia Lea Wolov"", ""Dana Goodman"", ""Sarah Buxton"", ""Catherine Kwong"", ""Lindsey Alley"", ""Blake Clark"", ""Bill Romanowski"", ""Paul Dooley"", ""Johntae Lipscomb"", ""Mikey Post"", ""Sebastian Saraceno"", ""Seth Howard"", ""Jackie Sandler"", ""Sadie Sandler"", ""Valerie Gervickas"", ""Debbie Lee Carrington"", ""Billy Tyler"", ""Lorna Scott"", ""Annalise Basso"", ""Shu Lan Tuan"", ""Jonathan Loughran"", ""Robert Harvey"", ""Mike Andrella"", ""J.D. Donaruma"", ""Jon Schueler"", ""Denverly Grant"", ""Rob Schneider"", ""JT Alexander"", ""Nahid Azami"", ""Veronica Bennett"", ""Pete Brown"", ""Amanda Burrill"", ""Gina Cantrell"", ""Betsy Hammer"", ""Taylor Hardick"", ""Nick Hermz"", ""Rodrick Hersh"", ""Austin Honaker"", ""Mark Hunter"", ""Dani Jacoby"", ""Danni Katz"", ""Alina Kaufman"", ""Waymond Lee"", ""Heather Morris"", ""Louis Riviere"", ""Nicole Sciacca"", ""Alex Tyler"", ""Kevin Vyce"", ""Brian Waller"", ""Shawna Wesley""]","[""Adam Shankman""]","[""wishes come true"", ""escapade"", ""disorder"", ""imaginary"", ""miraculous event"", ""imaginary kingdom"", ""life turned upside down"", ""nothing goes right""]"
"[""Action"", ""Drama"", ""History"", ""War""]",13813,tt1034303,Defiance,"Based on a true story, during World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland.",/z6yNHcQOveRuAohuejdDFQDEBSs.jpg,12/31/2008,51155219,137,"[""Deutsch"", ""Pусский"", ""English""]",Freedom begins with an act of defiance.,Defiance,6.7,580,/cwVwPnsMHrgfM0dkpAJIeU4YEQN.jpg,"[""Daniel Craig"", ""Liev Schreiber"", ""Jamie Bell"", ""Alexa Davalos"", ""Allan Corduner"", ""Mark Feuerstein"", ""Tomas Arana"", ""Jodhi May"", ""Kate Fahy"", ""Iddo Goldberg"", ""Iben Hjejle"", ""Martin Hancock"", ""Ravil Isyanov"", ""Jacek Koman"", ""George MacKay"", ""Jonjo O'Neill"", ""Sam Spruell"", ""Mia Wasikowska"", ""Mark Margolis"", ""Markus von Lingen"", ""Rolandas Boravskis"", ""Algirdas Dainavicius"", ""Aurelija Prasmuntaite"", ""Ina Frismanaite"", ""Ana Goldberg"", ""Rimante Valiukaite"", ""Leonardas Pobedonoscevas"", ""Kristina Bertasiute"", ""Kristina Skokova"", ""Remigijus Bilinskas"", ""Rimgaudas Karvelis"", ""Janina Matekonyte"", ""Leonas Ciunis"", ""Aleksandr Zila"", ""Iveta Nadzeikiene"", ""Clayton Frohman"", ""Marc Levy"", ""Zoe Rosenblum"", ""Sakalas Uždavinys"", ""Saulius Janavicius"", ""Leonidas Kotikas"", ""Dalia Smalskiene"", ""Tadas Kavaliauskas"", ""Matas Cancingeris"", ""Diana Aneviciute-Valiusaitiene"", ""Sigitas Rackys"", ""Vaidas Kublinkas"", ""Valentin Novopolskij"", ""Dalia Michelevičiūtė"", ""Ervinas Martynas Peteraitis"", ""Dmitrij Denisiuk"", ""Antanas Šurna"", ""Dalius Mertinas"", ""Vaidotas Martinaitis"", ""Aldona Bendoriute"", ""Darius Gumauskas"", ""Irmantas Bačelis"", ""Edita Užaitė"", ""Jordan Bielsky"", ""Gediminas Girdvainis"", ""Stanislav Adamickij"", ""Klemens Becker"", ""Jonas Tamulevicius"", ""Jaroslav Psenicka"", ""Jolanta Dapkūnaitė"", ""Miroslav Lhotka"", ""Giacomo Strasser"", ""Mac Steinmeier"", ""Dmitrti Slepovitch"", ""Arkadij Gotesman"", ""Borisas Kirzeneris"", ""Raimondas Sviackevicius"", ""Vidas Petkevicius""]","[""Pieter Jan Brugge"", ""Edward Zwick"", ""Edward Zwick""]","[""brother brother relationship"", ""fight"", ""world war ii"", ""brother"", ""survivor"", ""forest"", ""jewish"", ""camp"", ""partisan""]"
"[""Comedy"", ""Family""]",14306,tt0822832,Marley & Me,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",/vMNqPN7EdRjqHnccCqtEkC61r3y.jpg,12/25/2008,244082376,115,"[""English""]",Heel the love.,Marley & Me,6.9,1392,/tVoWbAAfTDIhTeo78SbA2V6mv8E.jpg,"[""Owen Wilson"", ""Jennifer Aniston"", ""Eric Dane"", ""Kathleen Turner"", ""Alan Arkin"", ""Nathan Gamble"", ""Haley Bennett"", ""Ann Dowd"", ""Clarke Peters"", ""Finley Jacobsen"", ""Lucy Merriam"", ""Bryce Robinson"", ""Ben Hyland"", ""Sarah O'Kelly"", ""Keith Hudson"", ""Haley Hudson"", ""Tom Irwin"", ""Alec Mapa"", ""Sandy Martin"", ""Joyce Van Patten"", ""Zabryna Guevara"", ""Megan Grace"", ""Haley Higgins"", ""Ana Ayora"", ""Matthew J. Walters"", ""Nicole Herold"", ""Paul Tei"", ""Gaston Renaud"", ""Angelina Assereto"", ""Emmett Robin"", ""Lisa Varga"", ""Dylan Henry"", ""Stephen Lee Davis"", ""Michael Baskin"", ""Bradley Frishman"", ""Eric Conger""]","[""Arnon Milchan"", ""David Frankel"", ""Karen Rosenfelt"", ""Joseph M. Caracciolo Jr."", ""Gil Netter""]","[""journalist"", ""based on novel"", ""puppy"", ""dog"", ""duringcreditsstinger"", ""columnist"", ""animal lead""]"
"[""Adventure"", ""Animation"", ""Comedy"", ""Family""]",13690,tt1107365,Open Season 2,"Boog and Elliot are back for more crazy adventures! After falling head over hooves in love with Giselle, Elliot's road to the alter takes a detour when Mr Weenie is kidnapped by a group of pampered pets determined to return him to his owners. Boog, Elliot, McSqizzy and the rest of the woodland creatures launch a full-scale mission to rescue their friend and soon find themselves in enemy camp...",/lM4bahouPblYcfngZtnNSkaWxCU.jpg,9/24/2008,0,76,"[""English""]",This time it's pets against wilds. Wiener takes all!,Open Season 2,5.6,334,/aM9cOyimlKYPT64DUrOmLlZVCy.jpg,"[""Mike Epps"", ""Joel McHale"", ""Jane Krakowski"", ""Billy Connolly"", ""Crispin Glover"", ""Steve Schirripa"", ""Georgia Engel"", ""Diedrich Bader"", ""Cody Cameron"", ""Fred Stoller"", ""Olivia Hack"", ""Danny Mann"", ""Matthew W. Taylor"", ""Nika Futterman"", ""Sean Mullen"", ""Michelle Murdocca"", ""Jacquie Barnbrook""]","[""Matthew O'Callaghan"", ""Todd Wilderman""]","[""bear"", ""dachshund""]"
"[""Comedy""]",10521,tt0901476,Bride Wars,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,/eyXT8tmUoyHrg7YX1UVjmecHCWP.jpg,1/9/2009,114663461,89,"[""English""]",May the best bride win,Bride Wars,5.9,884,/bDYeMDIKeetY6J3ZM6POwnf1xc7.jpg,"[""Anne Hathaway"", ""Kate Hudson"", ""Bryan Greenberg"", ""Chris Pratt"", ""Steve Howey"", ""Candice Bergen"", ""Kristen Johnston"", ""Michael Arden"", ""Victor Slezak"", ""Kelly Coffield Park"", ""John Pankow"", ""Zoe O'Grady"", ""Shannon Ferber"", ""June Diane Raphael"", ""Casey Wilson"", ""Paul Scheer"", ""Robert Scott Wilson"", ""Pamela Figueiredo"", ""Emily Sarah Stikeman"", ""Robert Capron"", ""Kallie Tabor"", ""Jason Kolotouros"", ""Nicole Stuart"", ""Anna Madigan"", ""Michael Anastasia"", ""Charles Bernard"", ""André Holland"", ""John Franchi""]","[""Gary Winick""]","[""bride"", ""friendship"", ""engagement"", ""rivalry"", ""wedding"", ""family feud""]"
"[""Mystery"", ""Horror""]",14435,tt1179891,My Bloody Valentine,"Ten years ago, a tragedy changed the town of Harmony forever. Tom Hanniger, an inexperienced coal miner, caused an accident in the tunnels that trapped and killed five men and sent the only survivor, Harry Warden, into a permanent coma. But Harry Warden wanted revenge. Exactly one year later, on Valentine’s Day, he woke up…and brutally murdered twenty-two people with a pickaxe before being killed.",/9biIVOMTdvv4aj4a5HClmrK5EHB.jpg,1/16/2009,100734718,101,"[""English""]",He's gonna break your heart.,My Bloody Valentine,5.3,303,/lhYlBOsmwoFlGQg9FmTsS7UMz1K.jpg,"[""Jensen Ackles"", ""Jaime King"", ""Kerr Smith"", ""Betsy Rue"", ""Edi Gathegi"", ""Tom Atkins"", ""Kevin Tighe"", ""Megan Boone"", ""Karen Baum"", ""Joy de la Paz"", ""Marc Macaulay"", ""Todd Farmer"", ""Jeff Hochendoner"", ""Bingo O'Malley"", ""Liam Rhodes"", ""Richard John Walters""]","[""John Dunning"", ""Patrick Lussier"", ""Michael Paseornek"", ""John Sacchi"", ""Jack L. Murray"", ""André Link""]","[""sheriff"", ""miner"", ""delusion"", ""head injury"", ""remake"", ""slaughter"", ""blood"", ""aftercreditsstinger"", ""3d""]"
"[""Fantasy"", ""Action"", ""Adventure"", ""Science Fiction"", ""Thriller""]",12437,tt0834001,Underworld: Rise of the Lycans,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",/yW9gF7rGn8EoV8B8rxOx1xjxVZf.jpg,1/22/2009,91353501,92,"[""English""]",Every war has a beginning.,Underworld: Rise of the Lycans,6.2,1447,/c7JgVgsF2qMp2UbCr9mCx85CIZo.jpg,"[""Bill Nighy"", ""Michael Sheen"", ""Rhona Mitra"", ""Shane Brolly"", ""Steven Mackintosh"", ""Kevin Grevioux"", ""David Aston"", ""Geraldine Brophy"", ""Leighton Cardno"", ""Alexander Carroll"", ""Elizabeth Hawthorne"", ""Jason Hood"", ""Mark Mitchinson"", ""Craig Parker"", ""Timothy Raby"", ""Tania Nolan"", ""Kate Beckinsale"", ""Jared Turner"", ""Olivia Taylforth""]","[""Len Wiseman"", ""Kevin Grevioux"", ""Gary Lucchesi"", ""Patrick Tatopoulos"", ""Beth DePatie""]","[""prison"", ""underworld"", ""slavery"", ""castle"", ""vampire"", ""war"", ""werewolf"", ""battle"", ""slave"", ""dungeon"", ""fang vamp""]"
"[""Action"", ""Adventure"", ""Comedy"", ""Family""]",14560,tt1114740,Paul Blart: Mall Cop,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",/A4zZv0Q1VKURFZFEl2vwjaE2q0g.jpg,1/15/2009,183293131,91,"[""English""]",Safety Never Takes A Holiday.,Paul Blart: Mall Cop,5.2,807,/fyiDBwDE5MdwrB8MIdycqHHZJO7.jpg,"[""Kevin James"", ""Keir O'Donnell"", ""Jayma Mays"", ""Raini Rodriguez"", ""Shirley Knight"", ""Stephen Rannazzisi"", ""Peter Gerety"", ""Bobby Cannavale"", ""Adam Ferrara"", ""Jamal Mixon"", ""Adhir Kalyan"", ""Erick Avari"", ""Gary Valentine"", ""Allen Covert"", ""Mike Vallely"", ""Mike Escamilla"", ""Jason Ellis"", ""Jason Packham"", ""Rick Thorne"", ""Victor T. Lopez"", ""Natascha Hopkins"", ""Jackie Sandler"", ""Mookie Barker"", ""Jackie Flynn"", ""Richie Minervini"", ""Brie Hill Arbaugh"", ""Steffiana De La Cruz"", ""Dylan Clark Marshall"", ""Bernie McInerney"", ""Tyler Spindel"", ""Bas Rutten"", ""Teresa Zantua"", ""Dahlia Salem"", ""Zele Avradopoulos"", ""Maria Arcé"", ""Robert Harvey"", ""Billy Concha"", ""Michael Burton"", ""Carl Randall"", ""Carla Antonino"", ""Ruby Wendell"", ""Lindsay MacDonald"", ""Donna Glee Reim"", ""Cindi Alex"", ""Dale F. Appel"", ""Joel Arsenault"", ""Stephanie Atkinson"", ""Amber Baldinelli"", ""Ellen Becker-Gray"", ""William Bornkessel"", ""Brian Bradbury"", ""Jodie Brunelle"", ""Mike Burton"", ""Katelyn Cahill"", ""Patrick Canty"", ""Gio Castellano"", ""Chemi Che-Mponda"", ""Desiree April Connolly"", ""Jeffrey Corazzini"", ""D.W. Cormier"", ""Benjamin Crocker"", ""Diane Curran"", ""Nicholas Davis"", ""Kevin DeCoste"", ""Michael DeMello"", ""Hannah Depew"", ""Vincent J. Earnshaw"", ""Suzanne England"", ""Susan Farese"", ""Keith Fluker"", ""Shawn Fogarty"", ""Andy Forgit"", ""Victor Franko"", ""Sari Gagnon"", ""David J. Garfield"", ""Suzanne Gillies"", ""Albert Gornie"", ""Rob W. Gray"", ""Dane Grigas"", ""Sophya Gudelman"", ""Teresa Haney"", ""Cody Harter"", ""Patrick Mel Hayes"", ""Matt Heron-Duranti"", ""Mark Hetherington"", ""Louis Holmes"", ""Frankie Imbergamo"", ""Haytham Kandil"", ""Ren Knopf"", ""Lynn L'Heureux"", ""Dan Marshall"", ""Andrew J McGuinness"", ""Todd Mello"", ""Jason Mulcahy"", ""Ron Murphy"", ""Scott Neufville"", ""Chris Palermo"", ""Aaron J. Patton"", ""Alan Resnic"", ""Brieann Rich"", ""Michael Rich"", ""Nicholas Rich"", ""Bradley Robinson"", ""Jessica Rockwood"", ""Gary Roscoe"", ""Eric Ryan"", ""Jonathan Sawicki"", ""Steve Scarfo"", ""Cate Smit"", ""Gustin Smith"", ""Ylian Alfaro Snyder"", ""Jon Robert Stafford"", ""Vyvian B. Stevens"", ""Stream"", ""David Struffolino"", ""George J. Vezina"", ""Donald Warnock"", ""Jon Warnock"", ""Mike Wendt"", ""G.A. West"", ""Kent R. Williams"", ""Darryl Wooten""]","[""Barry Bernardi"", ""Todd Garner"", ""Adam Sandler"", ""Jack Giarraputo"", ""Kevin James"", ""Steve Carr"", ""Jeff Sussman""]","[""security guard"", ""duringcreditsstinger""]"
